Versjon;Ansvar;Beløp;Oppdatert;;;;;;;;;;;;;;;
2019PVBEND;011090;120000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;011070;95300;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041090;-51384;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;031070;-473000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;041020;209812;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;021040;254144;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;031050;135289;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;021010;215772;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061060;178300;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021020;835000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;021090;796631;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;031030;84600;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061090;74000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;021060;48100;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;011090;68400;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;041080;-12000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061040;-4767;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;021080;169500;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061140;50300;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;061070;99041;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;031040;19000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;011060;1088000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;061100;-305000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;031030;951890;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;021070;212487;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;061030;34100;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;011050;35000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;011040;-8809;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;061120;-1724808;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;580000;134723;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;011060;182296;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;061060;21300;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021050;-403000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;031030;61700;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;021030;24000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;041090;78000;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;021060;143000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;031020;45487;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;021040;135900;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041030;601400;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;031050;91700;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;031010;115000;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;051050;-120000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;021040;330153;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;041100;361900;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061010;217721;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;041030;132000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061130;59900;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;031020;-511087;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;021110;58600;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;031070;143000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061110;48000;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021080;15000;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;051010;-215000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;041080;531600;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061070;58600;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021120;464000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;031020;65700;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;041060;-184000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;041100;47000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;021020;209048;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;041010;145700;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061080;151300;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;011040;54800;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021060;151340;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;021100;164472;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;011070;155544;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;041040;503000;12/17/2019;;;;;;;;;;;;;;;
2019PVBEND;011010;-343000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;031050;-3076;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;011040;18200;1/29/2020;;;;;;;;;;;;;;;
2019PVBEND;061090;-1341223;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;011010;185000;12/17/2019;;;;;;;;;;;;;;;
2019PVBEND;061120;95500;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;041020;24000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;021120;83313;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;041070;-302000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;041050;124588;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;061090;57400;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;031040;345345;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061030;-895028;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;061100;100902;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;580000;75900;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;031060;126881;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;051010;413334;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061050;-36000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;011010;828858;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;021040;-416881;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;021040;84800;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;041070;114502;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;031070;548400;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021080;-2000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;021080;224629;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;021010;611171;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;061090;210185;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;021020;-12000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;011050;19500;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;051010;217200;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;011040;69000;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;021010;37700;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;061090;8252;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;041090;223953;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;061100;51000;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021030;553500;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061110;10000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;061040;-540000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;021100;41700;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;021050;88300;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061060;85000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;580000;1728256;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;041040;-803218;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;061050;268400;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;031050;75500;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;051030;300500;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;051070;410803;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061060;22921;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;051070;-752000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;051030;287000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;041050;312700;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021110;-542291;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;580000;122000;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;031050;915632;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;051050;75288;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;041040;99200;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;041080;-314000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;011060;288000;12/17/2019;;;;;;;;;;;;;;;
2019PVBEND;061130;154015;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;021100;295686;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;061130;512000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;011070;-619000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;021070;-352000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;041010;229400;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;021110;159918;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;031060;-24000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;011010;42600;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;031030;-171000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;041010;177331;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;061140;-342000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;061010;-567000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;011040;1265576;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;041060;252446;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;041020;1218900;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041070;68100;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;011050;123343;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;021060;43300;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;041090;-705000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;061110;116436;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061080;-47000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;031070;51100;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;021100;154000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;051010;129878;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;021120;-482757;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;051050;1042;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;031040;4791;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;061100;3833;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;021050;151302;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;041010;92600;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;011040;-497000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;041020;-168000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;021100;187264;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;021110;120000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061010;34400;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;021020;-1024634;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;041070;608100;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021090;241961;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;031060;-779855;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;061120;265221;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;041050;-205885;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;061090;-12000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;031030;136817;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;011050;24300;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;061080;-62000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;061030;263278;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;031050;-307000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;031020;59000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;021070;793700;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041060;393600;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041030;371546;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;011010;-96000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;041050;64200;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;031040;-1175566;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;061130;83100;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;011060;701300;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;051010;222176;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;051050;26200;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041030;-239000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;021050;423749;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;051070;346000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;011090;-200000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;011050;187557;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;031060;41600;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;011090;420072;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;031010;-56000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;021040;429000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;061010;-944673;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;061070;-117000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;021080;13200;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;061040;128410;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;021060;436500;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021050;70200;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;041060;12000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;021120;30000;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;041100;128000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;061080;178073;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;041040;514000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;021020;63600;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;031020;158601;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;041050;115000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;061110;91900;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;061060;-372582;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;061120;238100;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061090;702300;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;031050;280344;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;021110;665000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;041020;428140;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;041080;66900;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021030;145000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;021080;-168;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;021060;229000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;011010;110832;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;011090;189200;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041090;1146400;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061060;33800;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;021010;120384;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;061010;8402;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;021010;-368000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;021090;69700;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061110;64100;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;021110;194525;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;051070;1035800;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061100;27900;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;031070;176181;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;051010;107700;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;011070;-24000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;041010;249176;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;061030;3763;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;021030;167391;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;061040;560700;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061050;-120000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;051030;139000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;041040;52000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;041100;99747;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;031060;792000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;041090;24000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;031030;-24000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;031040;203300;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041010;-57000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;031070;-148000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;021040;457035;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;031010;121476;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061120;8299;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;051050;-486337;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;061100;-842482;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;061110;921684;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;021080;325788;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;041080;4150;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;061010;152400;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021020;210000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;061130;-1010473;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;061060;1710;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;011040;299609;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061030;81300;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;011060;-47000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061070;71200;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;041030;111700;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;580000;0;12/6/2019;;;;;;;;;;;;;;;
2019PVBEND;031020;36000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061130;3618;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;041040;170449;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;061070;501673;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;051050;12200;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;061040;-242000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061140;429100;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;011070;520700;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;051072;191800;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;051030;23200;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061110;180000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061070;-36000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061050;39900;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021060;567000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;011040;632900;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;051050;279000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;021060;276786;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;011050;313000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;061030;488600;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;011040;-130000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;041100;56400;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061070;443900;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;011060;317000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;051070;188000;12/17/2019;;;;;;;;;;;;;;;
2019PVBEND;021030;136700;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041020;219300;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061100;-364000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;041020;338430;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;011050;73377;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;021050;-880000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;051010;752000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;061080;33700;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;031040;-381000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;041070;189175;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;041060;-971000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;021100;609700;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061080;-110921;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;041050;20600;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061010;109301;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;041080;-995064;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;011010;-292000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;021090;370900;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061120;815300;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061040;1114648;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;031040;181149;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;061040;96200;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;061100;122677;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;061080;35271;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;011070;251532;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;021050;192232;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;061060;-24000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061050;68161;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;011090;158066;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;041080;63400;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;041030;147408;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;021070;403742;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;041100;2167;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;021040;-47000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;031030;446200;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;031010;-1306;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;031010;12000;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;021100;12000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;011090;911000;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;031020;427600;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;051010;315674;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;031050;96000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;041030;-990699;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;041070;165000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;031070;132100;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041100;-716288;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;061080;22400;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;031010;31200;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;011050;180000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061040;651000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;051030;699928;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;061140;151340;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;061140;386000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;051070;192232;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;021120;19200;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041030;72600;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;041040;827100;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;031070;135179;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;031040;62600;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;021020;2895;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;061040;801000;12/17/2019;;;;;;;;;;;;;;;
2019PVBEND;061050;35700;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;031050;411000;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041090;442442;4/30/2019;;;;;;;;;;;;;;;
2019PVBEND;021080;249000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;061130;-448000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;041100;48300;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;061110;-25000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;021120;1889;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;041010;869900;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041080;-367000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;031060;22400;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;061050;-475824;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;041020;249333;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;021110;546700;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;041070;-12000;9/30/2019;;;;;;;;;;;;;;;
2019PVBEND;061060;131000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;021030;38800;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;041020;129500;12/2/2019;;;;;;;;;;;;;;;
2019PVBEND;061070;157073;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;021010;321500;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;031030;-231000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;061090;206373;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;061110;167773;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;021070;-424000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;021080;37835;2/3/2020;;;;;;;;;;;;;;;
2019PVBEND;021090;9000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;061090;-286000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;051070;27000;11/22/2019;;;;;;;;;;;;;;;
2019PVBEND;021030;455697;2/28/2019;;;;;;;;;;;;;;;
2019PVBEND;031060;5356;5/6/2019;;;;;;;;;;;;;;;
2019PVBEND;580000;1000000;4/16/2019;;;;;;;;;;;;;;;
2019PVBEND;580000;939500;8/27/2019;;;;;;;;;;;;;;;
2019PVBEND;011070;117000;11/29/2019;;;;;;;;;;;;;;;
2019PVBEND;061130;276610;4/30/2019;;;;;;;;;;;;;;;
