Versjon;Ansvar;Beløp;Oppdatert;;;;;;;;;;;;;;;
2020PVBEND;061040;-418354;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;011070;274105;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;041090;404270;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;041040;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;051050;-492730;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;021090;169847;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;031020;-115680;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;021050;845416;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;061100;-821970;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;051050;336415;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;051070;3100000;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;021070;25377;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061170;2687.28;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;011050;591623;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;011060;-488798;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;061140;134909;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;021070;280842;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;051070;526646;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;061060;-106473;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;041080;406000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;031010;48000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061090;-1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061010;-174102;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;021040;-360000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061060;370000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;021050;11526;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;041010;20903.37;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;061110;-269529;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;031070;19568.9;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;031020;16862;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;041050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061040;31460;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;051070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021110;7168.58;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;021020;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061130;-149160;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;051010;200055;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;041090;1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031030;138617;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;011060;42241;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;011050;14745.47;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;061150;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011090;401515;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;041090;498387;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;031040;136000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;031050;-106000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061100;327054;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;061130;-402000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;051070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021090;20000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;011010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061160;448068;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;061050;74000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061140;278237;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;061110;-343000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;021080;-149000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;051010;1604772;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;041020;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061140;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041080;-47116;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;031030;-311550;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;031040;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061040;233127;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;041090;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041020;76000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;041050;14108.29;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;061050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041030;-163000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;011070;261666;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;041060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061040;215625;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;021080;-32883;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;061150;433000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;021060;29315;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;031030;24746;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;031060;17404.54;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;011070;23431;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;021010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061120;-258286;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;021110;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011090;322187;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;021120;172281;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;061050;28653;1/26/2021;;;;;;;;;;;;;;;
2020PVBEND;021020;14219.25;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;021120;19622.43;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;021090;226240;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;031060;-856521;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;011040;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041060;-1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061070;114211;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;061120;258286;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;031040;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061170;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061160;276515;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;061100;22324.79;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;031040;13508.85;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;021120;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061100;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061030;239669;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;031050;-303451;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;021050;33104.64;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;011070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031010;-71006;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;061040;430387;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;021020;231000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061080;-39000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;061090;19586.84;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;061090;371556;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;041030;-216009;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;061090;-1368110;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;061070;-275199;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;061040;1255063;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;041100;156000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;031070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061110;-358937;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;580000;-780322;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;021100;312229;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;041030;-347000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;061170;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021090;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031010;180000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;061030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061080;-59303;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;580000;190783;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;021100;-1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061060;18988;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;041100;-101451;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;021100;37986;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061160;269077;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;061030;245979;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;041060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041050;-230000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;021020;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041080;305726;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;031020;280647;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;051030;180000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;031050;24852;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;021100;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061110;33914;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061120;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011040;46119;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;021100;339876;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;021090;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061070;198534;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;011090;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011040;307890;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;031060;-129000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061090;184341;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;011060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021070;53000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;041010;45318;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;031030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;051070;33598.51;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;051070;-212847;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;031060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021030;-165000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;051010;29714.68;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;021080;6204;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;041050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;051010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021040;24625;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061170;160813;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;061120;330234;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;031050;105876;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;051030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021040;157153;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;061120;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061170;31180;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;021120;102000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;031020;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;580000;1394;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;011070;39000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;031030;241391;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;061010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061140;22454.56;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;061140;611374;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;051072;10166.31;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;061070;280647;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;041060;22160.17;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;041080;-1016104;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;061070;30150;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;011050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061150;-51413;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;011090;1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031070;-30000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;011040;425620;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;021070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061150;-457000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;061160;33471;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;031020;85512;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;031070;-85216;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;041010;435950;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;061110;16966.98;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;021110;-11946;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;011050;-197208;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;021080;9141.57;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;031040;-218351;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;031050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041020;664229;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;061050;-228000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;061090;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041040;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061040;32234.36;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;061110;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011010;198349;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;061040;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021010;102768;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;011050;9230;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061050;151089;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;021110;209563;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;051030;-101895;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;061170;23034;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061050;-38422;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;061010;18938.03;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;041010;442386;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;011040;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061140;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021030;-490000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;021110;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041040;305441;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;051050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041030;-1157464;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;031040;704334;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;041100;-550980;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;011040;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041010;1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031010;288694;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;021040;454890;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;021110;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;051010;67437;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061010;-1008361;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;051030;373000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;031010;30477;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;061090;35613;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;041050;-167944;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;021030;-225571;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;061060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041070;26491;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061080;150000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;041020;-632272;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;041010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041100;83661;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;051070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021110;340909;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;021040;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;580000;600000;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;051050;28653;1/26/2021;;;;;;;;;;;;;;;
2020PVBEND;061150;121476;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;021010;212121;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;021010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021050;31279;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;031050;246556;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;011010;3;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031060;-199128;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;031050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021040;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061080;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041020;159000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;031070;-375000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;051050;368000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;041040;-1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041080;7594.08;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;041040;293949;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;021020;-600000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;041030;310537;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;021050;-281805;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;021020;-159817;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;021050;1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041090;676000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061100;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021020;376377;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;041090;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031040;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031040;1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061100;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031050;23794.71;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;041070;-199735;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;041060;1000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;031030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;051030;218856;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;051070;-428000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061090;42980;1/26/2021;;;;;;;;;;;;;;;
2020PVBEND;061100;213843;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;031040;327135;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;031010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011050;109846;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;021050;345386;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;021110;-183000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;051010;561295;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;051050;139463;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;011050;-1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041040;-1634000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;011040;23757.93;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;041080;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041030;14528.39;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;011090;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061100;21179;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;011060;-221000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;021120;150138;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;061010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031010;7117.61;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;061040;-975000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061170;82000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;061040;42980;1/26/2021;;;;;;;;;;;;;;;
2020PVBEND;021050;229807;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;021120;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061170;28653;1/26/2021;;;;;;;;;;;;;;;
2020PVBEND;061040;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011070;802832;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;061080;5011.41;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;031060;226928;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;061050;-50948;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;061150;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061100;234366;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;011060;-26998;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;061130;28383;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;031040;444765;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;011050;135675;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;061170;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;051050;111980;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;051010;-1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;051010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061150;12638.13;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;041060;-174976;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;041070;590000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;061080;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061050;15683.47;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;051050;16203;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;061030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011090;749;1/19/2021;;;;;;;;;;;;;;;
2020PVBEND;021070;375230;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;061120;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011070;-1034250;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;051010;-534924;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;051030;705136;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;041020;1697206;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;021050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021120;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031050;910353;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;031030;-656000;10/29/2020;;;;;;;;;;;;;;;
2020PVBEND;011010;-174222;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;021020;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061090;-184341;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;051010;280553;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;021120;207609;1/20/2021;;;;;;;;;;;;;;;
2020PVBEND;041030;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031060;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021090;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;051050;-1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;011040;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;051050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021040;-29627;3/2/2020;;;;;;;;;;;;;;;
2020PVBEND;061010;199036;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;021060;-172201;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;031010;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041020;49894.3;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;041070;597183;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;021060;28000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;021040;26892.14;12/8/2020;;;;;;;;;;;;;;;
2020PVBEND;021110;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041080;43551;12/16/2020;;;;;;;;;;;;;;;
2020PVBEND;021080;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061110;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;041100;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061070;-1;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061140;122743;2/5/2021;;;;;;;;;;;;;;;
2020PVBEND;031030;166000;9/24/2020;;;;;;;;;;;;;;;
2020PVBEND;061130;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;061130;271694;2/4/2021;;;;;;;;;;;;;;;
2020PVBEND;061070;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;031030;-138617;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;041090;-498387;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;031050;0;2/25/2020;;;;;;;;;;;;;;;
2020PVBEND;021070;-280842;7/6/2020;;;;;;;;;;;;;;;
2020PVBEND;021090;-23633;5/4/2020;;;;;;;;;;;;;;;
2020PVBEND;061080;52325;2/5/2021;;;;;;;;;;;;;;;
