Enhet;Måned;År;Regnskap
E041090 - Åsveien skole og ressurssenter;8;2020;6 458 360
E041090 - Åsveien skole og ressurssenter;9;2020;6 231 760
E041090 - Åsveien skole og ressurssenter;10;2020;6 260 090
E041090 - Åsveien skole og ressurssenter;11;2020;6 085 740
E041090 - Åsveien skole og ressurssenter;12;2020;4 497 690
E041100 - Nyborg skole;1;2020;2 295 560
E041100 - Nyborg skole;2;2020;2 033 120
E041100 - Nyborg skole;3;2020;1 628 680
E041100 - Nyborg skole;4;2020;2 197 700
E041100 - Nyborg skole;5;2020;981 420
E041100 - Nyborg skole;6;2020;-1 068 920
E041100 - Nyborg skole;7;2020;2 318 880
E041100 - Nyborg skole;8;2020;1 847 530
E041100 - Nyborg skole;9;2020;1 302 570
E041100 - Nyborg skole;10;2020;2 088 550
E041100 - Nyborg skole;11;2020;1 939 630
E041100 - Nyborg skole;12;2020;1 843 800
E041820 - Lianvatnet skole, skoleavd BUP;1;2020;1 214 750
E041820 - Lianvatnet skole, skoleavd BUP;2;2020;1 184 570
E041820 - Lianvatnet skole, skoleavd BUP;3;2020;1 215 630
E041820 - Lianvatnet skole, skoleavd BUP;4;2020;1 228 240
E041820 - Lianvatnet skole, skoleavd BUP;5;2020;447 510
E041820 - Lianvatnet skole, skoleavd BUP;6;2020;-51 160
E041820 - Lianvatnet skole, skoleavd BUP;7;2020;1 302 700
E041820 - Lianvatnet skole, skoleavd BUP;8;2020;1 130 900
E041820 - Lianvatnet skole, skoleavd BUP;9;2020;1 360 180
E041820 - Lianvatnet skole, skoleavd BUP;10;2020;608 300
E041820 - Lianvatnet skole, skoleavd BUP;11;2020;-12 524 060
E041820 - Lianvatnet skole, skoleavd BUP;12;2020;2 898 270
E051010 - Flatåsen skole;1;2020;5 983 240
E051010 - Flatåsen skole;2;2020;5 987 040
E051010 - Flatåsen skole;3;2020;5 851 560
E051010 - Flatåsen skole;4;2020;6 712 830
E051010 - Flatåsen skole;5;2020;5 390 680
E051010 - Flatåsen skole;6;2020;-2 347 160
E051010 - Flatåsen skole;7;2020;6 504 140
E051010 - Flatåsen skole;8;2020;4 212 880
E051010 - Flatåsen skole;9;2020;5 287 120
E051010 - Flatåsen skole;10;2020;4 748 960
E051010 - Flatåsen skole;11;2020;5 923 730
E051010 - Flatåsen skole;12;2020;6 347 310
E051030 - Huseby ungdomsskole;1;2020;2 257 350
E051030 - Huseby ungdomsskole;2;2020;2 345 410
E051030 - Huseby ungdomsskole;3;2020;2 445 190
E051030 - Huseby ungdomsskole;4;2020;2 362 150
E051030 - Huseby ungdomsskole;5;2020;2 029 730
E051030 - Huseby ungdomsskole;6;2020;-75 830
E051030 - Huseby ungdomsskole;7;2020;2 203 230
E051030 - Huseby ungdomsskole;8;2020;2 197 080
E051030 - Huseby ungdomsskole;9;2020;1 745 700
E051030 - Huseby ungdomsskole;10;2020;2 388 670
E051030 - Huseby ungdomsskole;11;2020;2 021 490
E051030 - Huseby ungdomsskole;12;2020;2 106 960
E051050 - Romolslia skole;1;2020;1 321 660
E051050 - Romolslia skole;2;2020;1 290 630
E051050 - Romolslia skole;3;2020;1 269 030
E051050 - Romolslia skole;4;2020;1 575 340
E051050 - Romolslia skole;5;2020;884 840
E051050 - Romolslia skole;6;2020;-774 180
E051050 - Romolslia skole;7;2020;1 646 690
E051050 - Romolslia skole;8;2020;1 354 920
E051050 - Romolslia skole;9;2020;1 175 520
E051050 - Romolslia skole;10;2020;1 428 280
E051050 - Romolslia skole;11;2020;1 421 240
E051050 - Romolslia skole;12;2020;1 543 930
E051070 - Huseby barneskole - AC Møller tegnspråksenter;1;2020;5 662 090
E051070 - Huseby barneskole - AC Møller tegnspråksenter;2;2020;8 403 190
E051070 - Huseby barneskole - AC Møller tegnspråksenter;3;2020;7 533 670
E051070 - Huseby barneskole - AC Møller tegnspråksenter;4;2020;7 936 080
E051070 - Huseby barneskole - AC Møller tegnspråksenter;5;2020;2 723 620
E051070 - Huseby barneskole - AC Møller tegnspråksenter;6;2020;-3 266 140
E051070 - Huseby barneskole - AC Møller tegnspråksenter;7;2020;6 791 170
E051070 - Huseby barneskole - AC Møller tegnspråksenter;8;2020;8 176 530
E051070 - Huseby barneskole - AC Møller tegnspråksenter;9;2020;6 605 460
E051070 - Huseby barneskole - AC Møller tegnspråksenter;10;2020;5 500 950
E051070 - Huseby barneskole - AC Møller tegnspråksenter;11;2020;6 897 080
E051070 - Huseby barneskole - AC Møller tegnspråksenter;12;2020;5 050 380
E061010 - Breidablikk skole;1;2020;3 605 680
E061010 - Breidablikk skole;2;2020;2 867 520
E061010 - Breidablikk skole;3;2020;2 900 230
E061010 - Breidablikk skole;4;2020;3 126 740
E061010 - Breidablikk skole;5;2020;2 156 370
E061010 - Breidablikk skole;6;2020;-1 131 030
E061010 - Breidablikk skole;7;2020;2 993 790
E061010 - Breidablikk skole;8;2020;2 735 860
E061010 - Breidablikk skole;9;2020;2 589 310
E061010 - Breidablikk skole;10;2020;2 198 360
E061010 - Breidablikk skole;11;2020;2 672 100
E061010 - Breidablikk skole;12;2020;877 400
E061030 - Hårstad skole;1;2020;2 991 880
E061030 - Hårstad skole;2;2020;2 248 130
E061030 - Hårstad skole;3;2020;2 147 870
E061030 - Hårstad skole;4;2020;2 681 570
E061030 - Hårstad skole;5;2020;588 290
E061030 - Hårstad skole;6;2020;-1 342 910
E061030 - Hårstad skole;7;2020;2 705 960
E061030 - Hårstad skole;8;2020;2 195 080
E061030 - Hårstad skole;9;2020;1 997 350
E061030 - Hårstad skole;10;2020;1 936 410
E061030 - Hårstad skole;11;2020;2 701 910
E061030 - Hårstad skole;12;2020;2 560 400
E061040 - Kattem skole;1;2020;5 328 240
E061040 - Kattem skole;2;2020;3 453 830
E061040 - Kattem skole;3;2020;3 496 850
E061040 - Kattem skole;4;2020;4 719 140
E061040 - Kattem skole;5;2020;3 562 670
E061040 - Kattem skole;6;2020;-1 059 300
E061040 - Kattem skole;7;2020;3 285 780
E061040 - Kattem skole;8;2020;4 023 180
E061040 - Kattem skole;9;2020;2 289 480
E061040 - Kattem skole;10;2020;3 463 160
E061040 - Kattem skole;11;2020;3 844 860
E061040 - Kattem skole;12;2020;967 620
E061050 - Nypvang skole;1;2020;1 487 390
E061050 - Nypvang skole;2;2020;1 398 400
E061050 - Nypvang skole;3;2020;1 379 460
E061050 - Nypvang skole;4;2020;1 741 830
E061050 - Nypvang skole;5;2020;1 306 460
E061050 - Nypvang skole;6;2020;-231 570
E061050 - Nypvang skole;7;2020;1 545 500
E061050 - Nypvang skole;8;2020;1 573 460
E061050 - Nypvang skole;9;2020;1 477 180
E061050 - Nypvang skole;10;2020;1 549 640
E061050 - Nypvang skole;11;2020;1 600 310
E061050 - Nypvang skole;12;2020;975 970
E061060 - Okstad skole;1;2020;1 153 960
E061060 - Okstad skole;2;2020;1 024 630
E061060 - Okstad skole;3;2020;942 170
E061060 - Okstad skole;4;2020;1 372 040
E061060 - Okstad skole;5;2020;1 162 780
E061060 - Okstad skole;6;2020;-913 730
E061060 - Okstad skole;7;2020;1 272 540
E061060 - Okstad skole;8;2020;1 467 290
E061060 - Okstad skole;9;2020;1 037 490
E061060 - Okstad skole;10;2020;1 344 600
E061060 - Okstad skole;11;2020;1 440 130
E061060 - Okstad skole;12;2020;1 409 680
E061070 - Rosten skole;1;2020;3 418 330
E061070 - Rosten skole;2;2020;3 162 900
E061070 - Rosten skole;3;2020;2 574 060
E061070 - Rosten skole;4;2020;2 809 950
E061070 - Rosten skole;5;2020;2 089 810
E061070 - Rosten skole;6;2020;-643 350
E061070 - Rosten skole;7;2020;3 055 530
E061070 - Rosten skole;8;2020;2 842 330
E061070 - Rosten skole;9;2020;2 790 000
E061070 - Rosten skole;10;2020;2 823 720
E061070 - Rosten skole;11;2020;2 773 610
E061070 - Rosten skole;12;2020;2 224 250
E061080 - Rye skole;1;2020;933 930
E061080 - Rye skole;2;2020;932 670
E061080 - Rye skole;3;2020;912 070
E061080 - Rye skole;4;2020;1 136 140
E061080 - Rye skole;5;2020;847 010
E061080 - Rye skole;6;2020;-203 430
E061080 - Rye skole;7;2020;890 730
E061080 - Rye skole;8;2020;828 220
E061080 - Rye skole;9;2020;1 008 180
E061080 - Rye skole;10;2020;921 260
E061080 - Rye skole;11;2020;922 260
E061080 - Rye skole;12;2020;793 210
E061090 - Sjetne skole;1;2020;3 621 760
E061090 - Sjetne skole;2;2020;3 925 890
E061090 - Sjetne skole;3;2020;3 268 910
E061090 - Sjetne skole;4;2020;3 776 340
E061090 - Sjetne skole;5;2020;3 099 360
E061090 - Sjetne skole;6;2020;-1 199 990
E061090 - Sjetne skole;7;2020;3 715 340
E061090 - Sjetne skole;8;2020;3 591 590
E061090 - Sjetne skole;9;2020;2 854 180
E061090 - Sjetne skole;10;2020;3 459 950
E061090 - Sjetne skole;11;2020;3 591 850
E061090 - Sjetne skole;12;2020;2 930 070
E061100 - Spongdal skole;1;2020;2 605 340
E061100 - Spongdal skole;2;2020;3 159 660
E061100 - Spongdal skole;3;2020;2 529 020
E061100 - Spongdal skole;4;2020;3 115 680
E061100 - Spongdal skole;5;2020;1 736 490
E061100 - Spongdal skole;6;2020;-295 130
E061100 - Spongdal skole;7;2020;2 878 590
E061100 - Spongdal skole;8;2020;2 361 830
E061100 - Spongdal skole;9;2020;2 447 650
E061100 - Spongdal skole;10;2020;2 647 820
E061100 - Spongdal skole;11;2020;2 882 880
E061100 - Spongdal skole;12;2020;1 150 580
E061110 - Stabbursmoen skole;1;2020;3 579 860
E061110 - Stabbursmoen skole;2;2020;3 101 770
E061110 - Stabbursmoen skole;3;2020;2 884 220
E061110 - Stabbursmoen skole;4;2020;3 519 390
E061110 - Stabbursmoen skole;5;2020;3 177 480
E061110 - Stabbursmoen skole;6;2020;-1 283 840
E061110 - Stabbursmoen skole;7;2020;3 470 890
E061110 - Stabbursmoen skole;8;2020;2 840 540
E061110 - Stabbursmoen skole;9;2020;2 316 110
E061110 - Stabbursmoen skole;10;2020;2 500 930
E061110 - Stabbursmoen skole;11;2020;3 176 210
E061110 - Stabbursmoen skole;12;2020;2 417 190
E061120 - Tonstad skole;1;2020;5 519 530
E061120 - Tonstad skole;2;2020;5 145 260
E061120 - Tonstad skole;3;2020;5 205 660
E061120 - Tonstad skole;4;2020;5 589 350
E061120 - Tonstad skole;5;2020;4 922 330
E061120 - Tonstad skole;6;2020;-1 251 890
E061120 - Tonstad skole;7;2020;5 347 280
E061120 - Tonstad skole;8;2020;4 664 720
E061120 - Tonstad skole;9;2020;4 670 680
E061120 - Tonstad skole;10;2020;4 844 550
E061120 - Tonstad skole;11;2020;4 926 600
E061120 - Tonstad skole;12;2020;3 942 420
E061130 - Åsheim barneskole;1;2020;2 697 680
E061130 - Åsheim barneskole;2;2020;2 462 380
E061130 - Åsheim barneskole;3;2020;2 571 160
E061130 - Åsheim barneskole;4;2020;2 956 810
E061130 - Åsheim barneskole;5;2020;2 528 990
E061130 - Åsheim barneskole;6;2020;-1 485 720
E061130 - Åsheim barneskole;7;2020;2 892 240
E061130 - Åsheim barneskole;8;2020;2 415 290
E061130 - Åsheim barneskole;9;2020;2 606 700
E061130 - Åsheim barneskole;10;2020;2 482 700
E061130 - Åsheim barneskole;11;2020;2 434 480
E061130 - Åsheim barneskole;12;2020;2 630 790
E061140 - Åsheim ungdomsskole;1;2020;2 691 380
E061140 - Åsheim ungdomsskole;2;2020;2 611 760
E061140 - Åsheim ungdomsskole;3;2020;2 661 670
E061140 - Åsheim ungdomsskole;4;2020;2 714 480
E061140 - Åsheim ungdomsskole;5;2020;2 521 640
E061140 - Åsheim ungdomsskole;6;2020;-375 870
E061140 - Åsheim ungdomsskole;7;2020;2 483 840
E061140 - Åsheim ungdomsskole;8;2020;2 852 670
E061140 - Åsheim ungdomsskole;9;2020;2 532 360
E061140 - Åsheim ungdomsskole;10;2020;2 707 880
E061140 - Åsheim ungdomsskole;11;2020;3 084 760
E061140 - Åsheim ungdomsskole;12;2020;3 154 590
E061150 - Klæbu ungdomsskole;1;2020;2 770 810
E061150 - Klæbu ungdomsskole;2;2020;2 810 410
E061150 - Klæbu ungdomsskole;3;2020;2 744 740
E061150 - Klæbu ungdomsskole;4;2020;2 776 250
E061150 - Klæbu ungdomsskole;5;2020;2 746 100
E061150 - Klæbu ungdomsskole;6;2020;-115 840
E061150 - Klæbu ungdomsskole;7;2020;2 966 990
E061150 - Klæbu ungdomsskole;8;2020;2 245 440
E061150 - Klæbu ungdomsskole;9;2020;656 670
E061150 - Klæbu ungdomsskole;10;2020;2 023 360
E061150 - Klæbu ungdomsskole;11;2020;2 161 890
E061150 - Klæbu ungdomsskole;12;2020;1 780 750
E061160 - Sørborgen skole;1;2020;3 161 000
E061160 - Sørborgen skole;2;2020;3 097 080
E061160 - Sørborgen skole;3;2020;3 301 270
E061160 - Sørborgen skole;4;2020;3 314 460
E061160 - Sørborgen skole;5;2020;2 981 230
E061160 - Sørborgen skole;6;2020;-887 690
E061160 - Sørborgen skole;7;2020;3 545 680
E061160 - Sørborgen skole;8;2020;2 722 080
E061160 - Sørborgen skole;9;2020;2 577 240
E061160 - Sørborgen skole;10;2020;2 577 960
E061160 - Sørborgen skole;11;2020;2 998 490
E061160 - Sørborgen skole;12;2020;1 958 470
E061170 - Tanem skole;1;2020;1 707 030
E061170 - Tanem skole;2;2020;1 796 500
E061170 - Tanem skole;3;2020;1 671 930
E061170 - Tanem skole;4;2020;1 942 540
E061170 - Tanem skole;5;2020;1 665 620
E061170 - Tanem skole;6;2020;-538 970
E061170 - Tanem skole;7;2020;1 847 090
E061170 - Tanem skole;8;2020;1 627 440
E061170 - Tanem skole;9;2020;1 366 120
E061170 - Tanem skole;10;2020;1 660 240
E061170 - Tanem skole;11;2020;1 625 130
E061170 - Tanem skole;12;2020;1 384 950
E580000 - Trondheim kulturskole;1;2020;7 870 770
E580000 - Trondheim kulturskole;2;2020;9 127 450
E580000 - Trondheim kulturskole;3;2020;322 950
E580000 - Trondheim kulturskole;4;2020;8 591 810
E580000 - Trondheim kulturskole;5;2020;8 208 560
E580000 - Trondheim kulturskole;6;2020;144 900
E580000 - Trondheim kulturskole;7;2020;8 470 190
E580000 - Trondheim kulturskole;8;2020;8 236 090
E580000 - Trondheim kulturskole;9;2020;10 242 120
E580000 - Trondheim kulturskole;10;2020;892 260
E580000 - Trondheim kulturskole;11;2020;-3 510 450
E580000 - Trondheim kulturskole;12;2020;3 911 130
E011010 - Bispehaugen skole;1;2019;2 182 440
E011010 - Bispehaugen skole;2;2019;2 159 710
E011010 - Bispehaugen skole;3;2019;2 186 500
E011010 - Bispehaugen skole;4;2019;2 080 890
E011010 - Bispehaugen skole;5;2019;1 733 570
E011010 - Bispehaugen skole;6;2019;-336 820
E011010 - Bispehaugen skole;7;2019;2 673 820
E011010 - Bispehaugen skole;8;2019;2 434 070
E011010 - Bispehaugen skole;9;2019;2 533 720
E011010 - Bispehaugen skole;10;2019;2 509 690
E011010 - Bispehaugen skole;11;2019;2 312 570
E011010 - Bispehaugen skole;12;2019;2 419 760
E011040 - Lade skole;1;2019;4 219 850
E011040 - Lade skole;2;2019;4 120 090
E011040 - Lade skole;3;2019;4 192 280
E011040 - Lade skole;4;2019;3 145 320
E011040 - Lade skole;5;2019;3 385 230
E011040 - Lade skole;6;2019;-11 960
E011040 - Lade skole;7;2019;4 532 110
E011040 - Lade skole;8;2019;4 109 380
E011040 - Lade skole;9;2019;4 935 000
E011040 - Lade skole;10;2019;4 686 900
E011040 - Lade skole;11;2019;4 069 980
E011040 - Lade skole;12;2019;2 072 290
E011050 - Lilleby skole;1;2019;1 758 700
E011050 - Lilleby skole;2;2019;1 720 900
E011050 - Lilleby skole;3;2019;1 835 740
E011050 - Lilleby skole;4;2019;1 688 690
E011050 - Lilleby skole;5;2019;1 641 410
E011050 - Lilleby skole;6;2019;-1 531 700
E011050 - Lilleby skole;7;2019;1 907 100
E011050 - Lilleby skole;8;2019;1 511 320
E011050 - Lilleby skole;9;2019;1 906 800
E011050 - Lilleby skole;10;2019;1 927 970
E011050 - Lilleby skole;11;2019;1 910 380
E011050 - Lilleby skole;12;2019;2 165 170
E011060 - Rosenborg skole;1;2019;4 509 900
E011060 - Rosenborg skole;2;2019;4 614 580
E011060 - Rosenborg skole;3;2019;4 528 860
E011060 - Rosenborg skole;4;2019;4 557 280
E011060 - Rosenborg skole;5;2019;4 088 400
E011060 - Rosenborg skole;6;2019;-548 810
E011060 - Rosenborg skole;7;2019;4 679 410
E011060 - Rosenborg skole;8;2019;3 293 750
E011060 - Rosenborg skole;9;2019;4 897 480
E011060 - Rosenborg skole;10;2019;4 340 770
E011060 - Rosenborg skole;11;2019;4 150 190
E011060 - Rosenborg skole;12;2019;2 207 480
E011070 - Singsaker skole;1;2019;2 963 870
E011070 - Singsaker skole;2;2019;2 390 650
E011070 - Singsaker skole;3;2019;2 771 980
E011070 - Singsaker skole;4;2019;2 903 950
E011070 - Singsaker skole;5;2019;2 860 690
E011070 - Singsaker skole;6;2019;-470 800
E011070 - Singsaker skole;7;2019;3 355 430
E011070 - Singsaker skole;8;2019;2 851 150
E011070 - Singsaker skole;9;2019;2 646 260
E011070 - Singsaker skole;10;2019;2 583 840
E011070 - Singsaker skole;11;2019;2 080 070
E011070 - Singsaker skole;12;2019;3 085 200
E011090 - Strindheim skole;1;2019;6 345 650
E011090 - Strindheim skole;2;2019;4 634 300
E011090 - Strindheim skole;3;2019;4 651 270
E011090 - Strindheim skole;4;2019;3 997 290
E011090 - Strindheim skole;5;2019;4 671 550
E011090 - Strindheim skole;6;2019;-369 430
E011090 - Strindheim skole;7;2019;5 571 370
E011090 - Strindheim skole;8;2019;4 515 720
E011090 - Strindheim skole;9;2019;4 906 020
E011090 - Strindheim skole;10;2019;4 381 620
E011090 - Strindheim skole;11;2019;5 201 580
E011090 - Strindheim skole;12;2019;1 047 650
E011840 - Skolen St. Olavs Hospital;1;2019;574 670
E011840 - Skolen St. Olavs Hospital;2;2019;567 890
E011840 - Skolen St. Olavs Hospital;3;2019;632 850
E011840 - Skolen St. Olavs Hospital;4;2019;566 870
E011840 - Skolen St. Olavs Hospital;5;2019;690 790
E011840 - Skolen St. Olavs Hospital;6;2019;-4 005 400
E011840 - Skolen St. Olavs Hospital;7;2019;581 580
E011840 - Skolen St. Olavs Hospital;8;2019;596 460
E011840 - Skolen St. Olavs Hospital;9;2019;739 150
E011840 - Skolen St. Olavs Hospital;10;2019;652 920
E011840 - Skolen St. Olavs Hospital;11;2019;-3 067 430
E011840 - Skolen St. Olavs Hospital;12;2019;1 583 490
E021010 - Berg skole;1;2019;2 139 430
E021010 - Berg skole;2;2019;1 968 230
E021010 - Berg skole;3;2019;1 660 030
E021010 - Berg skole;4;2019;1 156 620
E021010 - Berg skole;5;2019;1 851 230
E021010 - Berg skole;6;2019;-284 620
E021010 - Berg skole;7;2019;2 549 400
E021010 - Berg skole;8;2019;1 995 770
E021010 - Berg skole;9;2019;2 017 870
E021010 - Berg skole;10;2019;1 951 430
E021010 - Berg skole;11;2019;1 998 240
E021010 - Berg skole;12;2019;2 060 830
E021020 - Blussuvoll skole;1;2019;3 021 700
E021020 - Blussuvoll skole;2;2019;3 219 930
E021020 - Blussuvoll skole;3;2019;2 301 220
E021020 - Blussuvoll skole;4;2019;3 117 690
E021020 - Blussuvoll skole;5;2019;2 935 660
E021020 - Blussuvoll skole;6;2019;-82 290
E021020 - Blussuvoll skole;7;2019;3 110 180
E021020 - Blussuvoll skole;8;2019;3 477 540
E021020 - Blussuvoll skole;9;2019;3 701 220
E021020 - Blussuvoll skole;10;2019;3 651 210
E021020 - Blussuvoll skole;11;2019;3 808 130
E021020 - Blussuvoll skole;12;2019;3 120 330
E021030 - Brundalen skole;1;2019;3 070 300
E021030 - Brundalen skole;2;2019;3 041 910
E021030 - Brundalen skole;3;2019;3 017 180
E021030 - Brundalen skole;4;2019;2 320 120
E021030 - Brundalen skole;5;2019;3 036 250
E021030 - Brundalen skole;6;2019;-340 130
E021030 - Brundalen skole;7;2019;3 764 200
E021030 - Brundalen skole;8;2019;2 889 640
E021030 - Brundalen skole;9;2019;3 264 640
E021030 - Brundalen skole;10;2019;2 923 620
E021030 - Brundalen skole;11;2019;2 440 570
E021030 - Brundalen skole;12;2019;2 982 070
E021040 - Charlottenlund barneskole;1;2019;4 129 160
E021040 - Charlottenlund barneskole;2;2019;4 119 880
E021040 - Charlottenlund barneskole;3;2019;3 702 330
E021040 - Charlottenlund barneskole;4;2019;3 108 630
E021040 - Charlottenlund barneskole;5;2019;3 875 430
E021040 - Charlottenlund barneskole;6;2019;-820 200
E021040 - Charlottenlund barneskole;7;2019;4 806 030
E021040 - Charlottenlund barneskole;8;2019;4 089 470
E021040 - Charlottenlund barneskole;9;2019;4 657 780
E021040 - Charlottenlund barneskole;10;2019;4 464 310
E021040 - Charlottenlund barneskole;11;2019;3 504 150
E021040 - Charlottenlund barneskole;12;2019;3 383 410
E021050 - Charlottenlund ungdomsskole;1;2019;3 909 910
E021050 - Charlottenlund ungdomsskole;2;2019;4 193 940
E021050 - Charlottenlund ungdomsskole;3;2019;3 867 230
E021050 - Charlottenlund ungdomsskole;4;2019;3 836 310
E021050 - Charlottenlund ungdomsskole;5;2019;3 463 020
E021050 - Charlottenlund ungdomsskole;6;2019;276 400
E021050 - Charlottenlund ungdomsskole;7;2019;2 619 210
E021050 - Charlottenlund ungdomsskole;8;2019;3 811 210
E021050 - Charlottenlund ungdomsskole;9;2019;4 033 740
E021050 - Charlottenlund ungdomsskole;10;2019;4 208 580
E021050 - Charlottenlund ungdomsskole;11;2019;3 151 600
E021050 - Charlottenlund ungdomsskole;12;2019;1 080 010
E021060 - Eberg skole;1;2019;2 936 950
E021060 - Eberg skole;2;2019;2 608 500
E021060 - Eberg skole;3;2019;2 291 530
E021060 - Eberg skole;4;2019;2 663 200
E021060 - Eberg skole;5;2019;2 176 710
E021060 - Eberg skole;6;2019;-694 900
E021060 - Eberg skole;7;2019;2 936 250
E021060 - Eberg skole;8;2019;2 526 930
E021060 - Eberg skole;9;2019;2 650 750
E021060 - Eberg skole;10;2019;2 726 360
E021060 - Eberg skole;11;2019;2 264 420
E021060 - Eberg skole;12;2019;1 956 400
E021070 - Ranheim skole;1;2019;3 966 160
E021070 - Ranheim skole;2;2019;4 163 750
E021070 - Ranheim skole;3;2019;3 832 710
E021070 - Ranheim skole;4;2019;3 176 070
E021070 - Ranheim skole;5;2019;3 609 800
E021070 - Ranheim skole;6;2019;-1 114 400
E021070 - Ranheim skole;7;2019;4 751 220
E021070 - Ranheim skole;8;2019;4 080 740
E021070 - Ranheim skole;9;2019;4 222 440
E021070 - Ranheim skole;10;2019;4 297 500
E021070 - Ranheim skole;11;2019;4 146 450
E021070 - Ranheim skole;12;2019;3 325 260
E021080 - Solbakken skole;1;2019;995 210
E021080 - Solbakken skole;2;2019;875 240
E021080 - Solbakken skole;3;2019;999 060
E021080 - Solbakken skole;4;2019;989 400
E021080 - Solbakken skole;5;2019;984 690
E021080 - Solbakken skole;6;2019;111 880
E021080 - Solbakken skole;7;2019;890 840
E021080 - Solbakken skole;8;2019;988 920
E021080 - Solbakken skole;9;2019;946 330
E021080 - Solbakken skole;10;2019;956 240
E021080 - Solbakken skole;11;2019;1 020 210
E021080 - Solbakken skole;12;2019;521 450
E021090 - Vikåsen skole;1;2019;2 812 550
E021090 - Vikåsen skole;2;2019;2 264 410
E021090 - Vikåsen skole;3;2019;2 155 370
E021090 - Vikåsen skole;4;2019;1 404 260
E021090 - Vikåsen skole;5;2019;2 092 980
E021090 - Vikåsen skole;6;2019;-306 640
E021090 - Vikåsen skole;7;2019;2 572 630
E021090 - Vikåsen skole;8;2019;2 281 420
E021090 - Vikåsen skole;9;2019;2 466 290
E021090 - Vikåsen skole;10;2019;2 565 440
E021090 - Vikåsen skole;11;2019;2 156 740
E021090 - Vikåsen skole;12;2019;2 082 180
E021100 - Åsvang skole;1;2019;2 957 400
E021100 - Åsvang skole;2;2019;2 784 000
E021100 - Åsvang skole;3;2019;2 978 060
E021100 - Åsvang skole;4;2019;2 384 340
E021100 - Åsvang skole;5;2019;2 942 570
E021100 - Åsvang skole;6;2019;-104 290
E021100 - Åsvang skole;7;2019;3 586 350
E021100 - Åsvang skole;8;2019;3 141 240
E021100 - Åsvang skole;9;2019;3 755 150
E021100 - Åsvang skole;10;2019;3 168 010
E021100 - Åsvang skole;11;2019;3 216 060
E021100 - Åsvang skole;12;2019;3 059 080
E021110 - Markaplassen skole;1;2019;3 155 440
E021110 - Markaplassen skole;2;2019;3 611 960
E021110 - Markaplassen skole;3;2019;3 265 930
E021110 - Markaplassen skole;4;2019;3 240 940
E021110 - Markaplassen skole;5;2019;3 425 740
E021110 - Markaplassen skole;6;2019;-89 950
E021110 - Markaplassen skole;7;2019;3 131 150
E021110 - Markaplassen skole;8;2019;3 541 210
E021110 - Markaplassen skole;9;2019;3 585 620
E021110 - Markaplassen skole;10;2019;2 987 790
E021110 - Markaplassen skole;11;2019;3 352 690
E021110 - Markaplassen skole;12;2019;2 336 780
E021120 - Jakobsli skole;1;2019;1 354 150
E021120 - Jakobsli skole;2;2019;1 435 890
E021120 - Jakobsli skole;3;2019;1 436 370
E021120 - Jakobsli skole;4;2019;1 336 930
E021120 - Jakobsli skole;5;2019;1 125 940
E021120 - Jakobsli skole;6;2019;-229 670
E021120 - Jakobsli skole;7;2019;1 607 890
E021120 - Jakobsli skole;8;2019;1 507 960
E021120 - Jakobsli skole;9;2019;1 480 130
E021120 - Jakobsli skole;10;2019;1 442 390
E021120 - Jakobsli skole;11;2019;1 525 060
E021120 - Jakobsli skole;12;2019;914 810
E031010 - Bratsberg skole;1;2019;807 190
E031010 - Bratsberg skole;2;2019;774 460
E031010 - Bratsberg skole;3;2019;768 470
E031010 - Bratsberg skole;4;2019;773 670
E031010 - Bratsberg skole;5;2019;815 760
E031010 - Bratsberg skole;6;2019;-453 460
E031010 - Bratsberg skole;7;2019;963 800
E031010 - Bratsberg skole;8;2019;911 000
E031010 - Bratsberg skole;9;2019;1 022 740
E031010 - Bratsberg skole;10;2019;808 280
E031010 - Bratsberg skole;11;2019;866 250
E031010 - Bratsberg skole;12;2019;256 550
E031020 - Hoeggen skole;1;2019;2 679 640
E031020 - Hoeggen skole;2;2019;2 827 010
E031020 - Hoeggen skole;3;2019;2 758 800
E031020 - Hoeggen skole;4;2019;2 863 740
E031020 - Hoeggen skole;5;2019;2 364 960
E031020 - Hoeggen skole;6;2019;-424 260
E031020 - Hoeggen skole;7;2019;2 714 890
E031020 - Hoeggen skole;8;2019;2 714 990
E031020 - Hoeggen skole;9;2019;3 596 890
E031020 - Hoeggen skole;10;2019;3 491 700
E031020 - Hoeggen skole;11;2019;2 293 050
E031020 - Hoeggen skole;12;2019;1 581 560
E031030 - Nardo skole;1;2019;2 526 340
E031030 - Nardo skole;2;2019;2 487 220
E031030 - Nardo skole;3;2019;2 392 800
E031030 - Nardo skole;4;2019;1 833 910
E031030 - Nardo skole;5;2019;2 362 180
E031030 - Nardo skole;6;2019;-662 960
E031030 - Nardo skole;7;2019;2 760 110
E031030 - Nardo skole;8;2019;2 531 450
E031030 - Nardo skole;9;2019;2 680 140
E031030 - Nardo skole;10;2019;2 517 770
E031030 - Nardo skole;11;2019;2 294 300
E031030 - Nardo skole;12;2019;2 869 440
E031040 - Nidarvoll skole;1;2019;3 299 660
E031040 - Nidarvoll skole;2;2019;3 317 150
E031040 - Nidarvoll skole;3;2019;3 133 440
E031040 - Nidarvoll skole;4;2019;2 564 540
E031040 - Nidarvoll skole;5;2019;3 048 360
E031040 - Nidarvoll skole;6;2019;-3 450 420
E031040 - Nidarvoll skole;7;2019;3 578 550
