Enhet;Måned;År;Regnskap
E021070 - Ranheim skole;2;2018;3 675 730
E021070 - Ranheim skole;3;2018;4 089 940
E021070 - Ranheim skole;4;2018;3 298 880
E021070 - Ranheim skole;5;2018;3 338 910
E021070 - Ranheim skole;6;2018;-416 300
E021070 - Ranheim skole;7;2018;4 577 760
E021070 - Ranheim skole;8;2018;4 520 710
E021070 - Ranheim skole;9;2018;4 384 560
E021070 - Ranheim skole;10;2018;3 648 510
E021070 - Ranheim skole;11;2018;4 153 670
E021070 - Ranheim skole;12;2018;3 132 040
E021080 - Solbakken skole;1;2018;843 550
E021080 - Solbakken skole;2;2018;954 630
E021080 - Solbakken skole;3;2018;877 180
E021080 - Solbakken skole;4;2018;334 750
E021080 - Solbakken skole;5;2018;913 440
E021080 - Solbakken skole;6;2018;-265 930
E021080 - Solbakken skole;7;2018;996 630
E021080 - Solbakken skole;8;2018;1 098 140
E021080 - Solbakken skole;9;2018;1 038 050
E021080 - Solbakken skole;10;2018;1 029 650
E021080 - Solbakken skole;11;2018;722 610
E021080 - Solbakken skole;12;2018;713 190
E021090 - Vikåsen skole;1;2018;2 290 880
E021090 - Vikåsen skole;2;2018;2 373 350
E021090 - Vikåsen skole;3;2018;2 247 830
E021090 - Vikåsen skole;4;2018;1 543 220
E021090 - Vikåsen skole;5;2018;1 947 590
E021090 - Vikåsen skole;6;2018;-410 550
E021090 - Vikåsen skole;7;2018;2 834 870
E021090 - Vikåsen skole;8;2018;2 215 610
E021090 - Vikåsen skole;9;2018;2 438 690
E021090 - Vikåsen skole;10;2018;2 087 510
E021090 - Vikåsen skole;11;2018;2 406 690
E021090 - Vikåsen skole;12;2018;1 624 030
E021100 - Åsvang skole;1;2018;2 676 810
E021100 - Åsvang skole;2;2018;2 861 680
E021100 - Åsvang skole;3;2018;2 380 090
E021100 - Åsvang skole;4;2018;2 678 560
E021100 - Åsvang skole;5;2018;2 257 330
E021100 - Åsvang skole;6;2018;-71 160
E021100 - Åsvang skole;7;2018;3 323 490
E021100 - Åsvang skole;8;2018;2 706 670
E021100 - Åsvang skole;9;2018;3 058 370
E021100 - Åsvang skole;10;2018;2 913 970
E021100 - Åsvang skole;11;2018;3 309 330
E021100 - Åsvang skole;12;2018;2 750 980
E021110 - Markaplassen skole;1;2018;3 225 360
E021110 - Markaplassen skole;2;2018;3 115 820
E021110 - Markaplassen skole;3;2018;3 383 120
E021110 - Markaplassen skole;4;2018;2 496 420
E021110 - Markaplassen skole;5;2018;3 465 890
E021110 - Markaplassen skole;6;2018;-500 090
E021110 - Markaplassen skole;7;2018;3 278 760
E021110 - Markaplassen skole;8;2018;2 960 870
E021110 - Markaplassen skole;9;2018;3 475 480
E021110 - Markaplassen skole;10;2018;3 273 870
E021110 - Markaplassen skole;11;2018;3 463 680
E021110 - Markaplassen skole;12;2018;1 640 230
E021120 - Jakobsli skole;1;2018;1 332 900
E021120 - Jakobsli skole;2;2018;1 289 610
E021120 - Jakobsli skole;3;2018;1 333 560
E021120 - Jakobsli skole;4;2018;1 309 520
E021120 - Jakobsli skole;5;2018;1 184 400
E021120 - Jakobsli skole;6;2018;21 750
E021120 - Jakobsli skole;7;2018;1 288 270
E021120 - Jakobsli skole;8;2018;1 486 030
E021120 - Jakobsli skole;9;2018;1 468 570
E021120 - Jakobsli skole;10;2018;1 349 240
E021120 - Jakobsli skole;11;2018;1 541 480
E021120 - Jakobsli skole;12;2018;260 110
E031010 - Bratsberg skole;1;2018;824 480
E031010 - Bratsberg skole;2;2018;805 180
E031010 - Bratsberg skole;3;2018;777 620
E031010 - Bratsberg skole;4;2018;891 490
E031010 - Bratsberg skole;5;2018;965 650
E031010 - Bratsberg skole;6;2018;-45 120
E031010 - Bratsberg skole;7;2018;907 350
E031010 - Bratsberg skole;8;2018;970 390
E031010 - Bratsberg skole;9;2018;1 025 890
E031010 - Bratsberg skole;10;2018;808 680
E031010 - Bratsberg skole;11;2018;-328 690
E031010 - Bratsberg skole;12;2018;630 110
E031020 - Hoeggen skole;1;2018;2 468 630
E031020 - Hoeggen skole;2;2018;2 718 470
E031020 - Hoeggen skole;3;2018;2 535 020
E031020 - Hoeggen skole;4;2018;2 617 160
E031020 - Hoeggen skole;5;2018;2 561 410
E031020 - Hoeggen skole;6;2018;139 580
E031020 - Hoeggen skole;7;2018;2 515 840
E031020 - Hoeggen skole;8;2018;2 110 970
E031020 - Hoeggen skole;9;2018;2 838 160
E031020 - Hoeggen skole;10;2018;2 458 660
E031020 - Hoeggen skole;11;2018;827 010
E031020 - Hoeggen skole;12;2018;2 825 580
E031030 - Nardo skole;1;2018;2 572 980
E031030 - Nardo skole;2;2018;2 489 420
E031030 - Nardo skole;3;2018;2 647 300
E031030 - Nardo skole;4;2018;2 128 900
E031030 - Nardo skole;5;2018;2 223 060
E031030 - Nardo skole;6;2018;-210 140
E031030 - Nardo skole;7;2018;2 699 200
E031030 - Nardo skole;8;2018;2 388 720
E031030 - Nardo skole;9;2018;2 558 820
E031030 - Nardo skole;10;2018;2 698 270
E031030 - Nardo skole;11;2018;1 409 250
E031030 - Nardo skole;12;2018;2 989 490
E031040 - Nidarvoll skole;1;2018;3 161 440
E031040 - Nidarvoll skole;2;2018;3 030 710
E031040 - Nidarvoll skole;3;2018;3 175 260
E031040 - Nidarvoll skole;4;2018;2 441 430
E031040 - Nidarvoll skole;5;2018;2 809 830
E031040 - Nidarvoll skole;6;2018;374 750
E031040 - Nidarvoll skole;7;2018;2 847 130
E031040 - Nidarvoll skole;8;2018;3 502 200
E031040 - Nidarvoll skole;9;2018;3 504 780
E031040 - Nidarvoll skole;10;2018;3 497 380
E031040 - Nidarvoll skole;11;2018;939 830
E031040 - Nidarvoll skole;12;2018;2 377 410
E031050 - Steindal skole;1;2018;2 483 630
E031050 - Steindal skole;2;2018;2 366 410
E031050 - Steindal skole;3;2018;2 476 720
E031050 - Steindal skole;4;2018;2 209 770
E031050 - Steindal skole;5;2018;2 274 050
E031050 - Steindal skole;6;2018;-343 360
E031050 - Steindal skole;7;2018;2 966 020
E031050 - Steindal skole;8;2018;2 464 390
E031050 - Steindal skole;9;2018;2 410 200
E031050 - Steindal skole;10;2018;2 332 080
E031050 - Steindal skole;11;2018;2 477 390
E031050 - Steindal skole;12;2018;1 919 300
E031060 - Sunnland skole;1;2018;2 374 680
E031060 - Sunnland skole;2;2018;2 567 830
E031060 - Sunnland skole;3;2018;2 317 310
E031060 - Sunnland skole;4;2018;2 570 870
E031060 - Sunnland skole;5;2018;2 536 080
E031060 - Sunnland skole;6;2018;-741 150
E031060 - Sunnland skole;7;2018;2 562 110
E031060 - Sunnland skole;8;2018;2 072 570
E031060 - Sunnland skole;9;2018;2 562 580
E031060 - Sunnland skole;10;2018;2 318 510
E031060 - Sunnland skole;11;2018;125 840
E031060 - Sunnland skole;12;2018;2 515 930
E031070 - Utleira skole;1;2018;3 048 460
E031070 - Utleira skole;2;2018;3 428 100
E031070 - Utleira skole;3;2018;3 184 970
E031070 - Utleira skole;4;2018;3 187 550
E031070 - Utleira skole;5;2018;2 380 200
E031070 - Utleira skole;6;2018;-668 380
E031070 - Utleira skole;7;2018;3 669 550
E031070 - Utleira skole;8;2018;3 207 760
E031070 - Utleira skole;9;2018;3 653 870
E031070 - Utleira skole;10;2018;2 980 760
E031070 - Utleira skole;11;2018;1 885 540
E031070 - Utleira skole;12;2018;1 930 620
E041010 - Byåsen skole;1;2018;4 364 850
E041010 - Byåsen skole;2;2018;4 383 080
E041010 - Byåsen skole;3;2018;4 338 440
E041010 - Byåsen skole;4;2018;4 031 920
E041010 - Byåsen skole;5;2018;3 713 930
E041010 - Byåsen skole;6;2018;-1 576 020
E041010 - Byåsen skole;7;2018;4 869 630
E041010 - Byåsen skole;8;2018;4 504 380
E041010 - Byåsen skole;9;2018;4 950 720
E041010 - Byåsen skole;10;2018;4 809 590
E041010 - Byåsen skole;11;2018;4 010 380
E041010 - Byåsen skole;12;2018;-616 580
E041020 - Dalgård skole og ressurssenter;1;2018;6 398 710
E041020 - Dalgård skole og ressurssenter;2;2018;6 307 490
E041020 - Dalgård skole og ressurssenter;3;2018;6 356 190
E041020 - Dalgård skole og ressurssenter;4;2018;6 535 480
E041020 - Dalgård skole og ressurssenter;5;2018;6 475 030
E041020 - Dalgård skole og ressurssenter;6;2018;360 320
E041020 - Dalgård skole og ressurssenter;7;2018;6 568 010
E041020 - Dalgård skole og ressurssenter;8;2018;7 353 790
E041020 - Dalgård skole og ressurssenter;9;2018;6 901 590
E041020 - Dalgård skole og ressurssenter;10;2018;7 257 470
E041020 - Dalgård skole og ressurssenter;11;2018;7 393 120
E041020 - Dalgård skole og ressurssenter;12;2018;3 045 370
E041030 - Hallset skole;1;2018;2 927 420
E041030 - Hallset skole;2;2018;3 003 770
E041030 - Hallset skole;3;2018;2 837 780
E041030 - Hallset skole;4;2018;1 993 590
E041030 - Hallset skole;5;2018;2 828 600
E041030 - Hallset skole;6;2018;788 160
E041030 - Hallset skole;7;2018;3 542 300
E041030 - Hallset skole;8;2018;3 000 100
E041030 - Hallset skole;9;2018;3 102 540
E041030 - Hallset skole;10;2018;2 809 170
E041030 - Hallset skole;11;2018;1 921 740
E041030 - Hallset skole;12;2018;2 633 510
E041040 - Ila skole;1;2018;4 383 270
E041040 - Ila skole;2;2018;4 290 550
E041040 - Ila skole;3;2018;4 544 850
E041040 - Ila skole;4;2018;3 901 480
E041040 - Ila skole;5;2018;4 664 770
E041040 - Ila skole;6;2018;635 500
E041040 - Ila skole;7;2018;4 950 970
E041040 - Ila skole;8;2018;3 275 770
E041040 - Ila skole;9;2018;5 216 770
E041040 - Ila skole;10;2018;4 471 940
E041040 - Ila skole;11;2018;5 418 730
E041040 - Ila skole;12;2018;-144 700
E041050 - Selsbakk skole;1;2018;2 276 520
E041050 - Selsbakk skole;2;2018;2 099 590
E041050 - Selsbakk skole;3;2018;2 218 570
E041050 - Selsbakk skole;4;2018;2 090 640
E041050 - Selsbakk skole;5;2018;2 119 320
E041050 - Selsbakk skole;6;2018;-578 130
E041050 - Selsbakk skole;7;2018;2 095 560
E041050 - Selsbakk skole;8;2018;2 082 940
E041050 - Selsbakk skole;9;2018;2 530 820
E041050 - Selsbakk skole;10;2018;2 424 380
E041050 - Selsbakk skole;11;2018;1 864 210
E041050 - Selsbakk skole;12;2018;1 829 200
E041060 - Stavset skole;1;2018;2 283 790
E041060 - Stavset skole;2;2018;1 988 750
E041060 - Stavset skole;3;2018;2 290 760
E041060 - Stavset skole;4;2018;2 240 100
E041060 - Stavset skole;5;2018;2 032 330
E041060 - Stavset skole;6;2018;-586 200
E041060 - Stavset skole;7;2018;2 764 220
E041060 - Stavset skole;8;2018;2 207 880
E041060 - Stavset skole;9;2018;2 394 650
E041060 - Stavset skole;10;2018;2 068 820
E041060 - Stavset skole;11;2018;2 744 320
E041060 - Stavset skole;12;2018;2 062 410
E041070 - Sverresborg skole;1;2018;3 573 560
E041070 - Sverresborg skole;2;2018;3 222 730
E041070 - Sverresborg skole;3;2018;3 312 850
E041070 - Sverresborg skole;4;2018;3 661 660
E041070 - Sverresborg skole;5;2018;3 290 360
E041070 - Sverresborg skole;6;2018;-100 390
E041070 - Sverresborg skole;7;2018;3 214 010
E041070 - Sverresborg skole;8;2018;3 238 960
E041070 - Sverresborg skole;9;2018;3 725 070
E041070 - Sverresborg skole;10;2018;3 140 980
E041070 - Sverresborg skole;11;2018;3 513 500
E041070 - Sverresborg skole;12;2018;1 569 240
E041080 - Ugla skole;1;2018;3 039 830
E041080 - Ugla skole;2;2018;3 098 830
E041080 - Ugla skole;3;2018;3 054 730
E041080 - Ugla skole;4;2018;2 987 790
E041080 - Ugla skole;5;2018;3 097 320
E041080 - Ugla skole;6;2018;-326 760
E041080 - Ugla skole;7;2018;3 230 800
E041080 - Ugla skole;8;2018;3 112 890
E041080 - Ugla skole;9;2018;3 136 040
E041080 - Ugla skole;10;2018;2 854 810
E041080 - Ugla skole;11;2018;3 069 590
E041080 - Ugla skole;12;2018;2 291 350
E041090 - Åsveien skole og ressurssenter;1;2018;6 095 990
E041090 - Åsveien skole og ressurssenter;2;2018;5 648 340
E041090 - Åsveien skole og ressurssenter;3;2018;6 065 470
E041090 - Åsveien skole og ressurssenter;4;2018;6 033 100
E041090 - Åsveien skole og ressurssenter;5;2018;6 243 960
E041090 - Åsveien skole og ressurssenter;6;2018;-715 510
E041090 - Åsveien skole og ressurssenter;7;2018;6 984 700
E041090 - Åsveien skole og ressurssenter;8;2018;6 515 670
E041090 - Åsveien skole og ressurssenter;9;2018;6 225 240
E041090 - Åsveien skole og ressurssenter;10;2018;6 625 100
E041090 - Åsveien skole og ressurssenter;11;2018;5 417 500
E041090 - Åsveien skole og ressurssenter;12;2018;4 901 170
E041100 - Nyborg skole;1;2018;1 840 670
E041100 - Nyborg skole;2;2018;1 589 400
E041100 - Nyborg skole;3;2018;1 929 270
E041100 - Nyborg skole;4;2018;972 160
E041100 - Nyborg skole;5;2018;1 752 660
E041100 - Nyborg skole;6;2018;-158 180
E041100 - Nyborg skole;7;2018;2 385 890
E041100 - Nyborg skole;8;2018;1 964 120
E041100 - Nyborg skole;9;2018;1 733 550
E041100 - Nyborg skole;10;2018;2 018 400
E041100 - Nyborg skole;11;2018;1 759 630
E041100 - Nyborg skole;12;2018;1 576 330
E041820 - Lianvatnet skole, skoleavd BUP;1;2018;1 225 310
E041820 - Lianvatnet skole, skoleavd BUP;2;2018;1 181 120
E041820 - Lianvatnet skole, skoleavd BUP;3;2018;1 184 610
E041820 - Lianvatnet skole, skoleavd BUP;4;2018;1 268 350
E041820 - Lianvatnet skole, skoleavd BUP;5;2018;1 176 610
E041820 - Lianvatnet skole, skoleavd BUP;6;2018;-13 810
E041820 - Lianvatnet skole, skoleavd BUP;7;2018;-6 468 710
E041820 - Lianvatnet skole, skoleavd BUP;8;2018;74 380
E041820 - Lianvatnet skole, skoleavd BUP;9;2018;1 240 760
E041820 - Lianvatnet skole, skoleavd BUP;10;2018;1 088 150
E041820 - Lianvatnet skole, skoleavd BUP;11;2018;-4 579 750
E041820 - Lianvatnet skole, skoleavd BUP;12;2018;2 722 550
E051010 - Flatåsen skole;1;2018;5 577 150
E051010 - Flatåsen skole;2;2018;6 058 290
E051010 - Flatåsen skole;3;2018;5 809 810
E051010 - Flatåsen skole;4;2018;5 944 580
E051010 - Flatåsen skole;5;2018;4 090 820
E051010 - Flatåsen skole;6;2018;-314 320
E051010 - Flatåsen skole;7;2018;5 698 890
E051010 - Flatåsen skole;8;2018;5 792 090
E051010 - Flatåsen skole;9;2018;6 282 290
E051010 - Flatåsen skole;10;2018;5 748 140
E051010 - Flatåsen skole;11;2018;6 256 030
E051010 - Flatåsen skole;12;2018;4 446 860
E051030 - Huseby ungdomsskole;1;2018;2 092 320
E051030 - Huseby ungdomsskole;2;2018;2 160 590
E051030 - Huseby ungdomsskole;3;2018;2 122 220
E051030 - Huseby ungdomsskole;4;2018;2 369 820
E051030 - Huseby ungdomsskole;5;2018;2 348 570
E051030 - Huseby ungdomsskole;6;2018;20 880
E051030 - Huseby ungdomsskole;7;2018;2 243 690
E051030 - Huseby ungdomsskole;8;2018;1 667 390
E051030 - Huseby ungdomsskole;9;2018;2 451 020
E051030 - Huseby ungdomsskole;10;2018;2 097 990
E051030 - Huseby ungdomsskole;11;2018;2 558 090
E051030 - Huseby ungdomsskole;12;2018;2 067 850
E051040 - Kolstad skole;1;2018;2 263 310
E051040 - Kolstad skole;2;2018;2 752 950
E051040 - Kolstad skole;3;2018;2 462 960
E051040 - Kolstad skole;4;2018;320 490
E051040 - Kolstad skole;5;2018;2 598 430
E051040 - Kolstad skole;6;2018;-202 340
E051040 - Kolstad skole;7;2018;2 290 750
E051040 - Kolstad skole;8;2018;82 570
E051040 - Kolstad skole;9;2018;128 970
E051040 - Kolstad skole;10;2018;-157 790
E051040 - Kolstad skole;11;2018;-219 950
E051040 - Kolstad skole;12;2018;-26 280
E051050 - Romolslia skole;1;2018;1 395 560
E051050 - Romolslia skole;2;2018;1 530 300
E051050 - Romolslia skole;3;2018;1 308 010
E051050 - Romolslia skole;4;2018;668 370
E051050 - Romolslia skole;5;2018;1 331 740
E051050 - Romolslia skole;6;2018;-292 940
E051050 - Romolslia skole;7;2018;1 538 230
E051050 - Romolslia skole;8;2018;1 516 490
E051050 - Romolslia skole;9;2018;1 357 660
E051050 - Romolslia skole;10;2018;1 364 390
E051050 - Romolslia skole;11;2018;1 784 010
E051050 - Romolslia skole;12;2018;527 910
E051060 - Saupstad skole og ressurssenter;1;2018;4 684 450
E051060 - Saupstad skole og ressurssenter;2;2018;-7 889 500
E051060 - Saupstad skole og ressurssenter;3;2018;4 633 000
E051060 - Saupstad skole og ressurssenter;4;2018;1 206 100
E051060 - Saupstad skole og ressurssenter;5;2018;4 609 290
E051060 - Saupstad skole og ressurssenter;6;2018;-1 666 140
E051060 - Saupstad skole og ressurssenter;7;2018;5 028 710
E051060 - Saupstad skole og ressurssenter;8;2018;56 930
E051060 - Saupstad skole og ressurssenter;9;2018;27 900
E051060 - Saupstad skole og ressurssenter;10;2018;-331 200
E051060 - Saupstad skole og ressurssenter;11;2018;-143 780
E051060 - Saupstad skole og ressurssenter;12;2018;-837 140
E051070 - Huseby barneskole - AC Møller tegnspråksenter;7;2018;2 370
E051070 - Huseby barneskole - AC Møller tegnspråksenter;8;2018;8 274 130
E051070 - Huseby barneskole - AC Møller tegnspråksenter;9;2018;8 309 990
E051070 - Huseby barneskole - AC Møller tegnspråksenter;10;2018;8 528 270
E051070 - Huseby barneskole - AC Møller tegnspråksenter;11;2018;8 097 690
E051070 - Huseby barneskole - AC Møller tegnspråksenter;12;2018;6 957 780
E061010 - Breidablikk skole;1;2018;3 297 830
E061010 - Breidablikk skole;2;2018;2 806 860
E061010 - Breidablikk skole;3;2018;2 691 310
E061010 - Breidablikk skole;4;2018;2 032 120
E061010 - Breidablikk skole;5;2018;2 589 700
E061010 - Breidablikk skole;6;2018;-521 670
E061010 - Breidablikk skole;7;2018;3 002 360
E061010 - Breidablikk skole;8;2018;2 991 570
E061010 - Breidablikk skole;9;2018;3 433 250
E061010 - Breidablikk skole;10;2018;2 509 120
E061010 - Breidablikk skole;11;2018;3 135 880
E061010 - Breidablikk skole;12;2018;574 350
E061030 - Hårstad skole;1;2018;2 509 980
E061030 - Hårstad skole;2;2018;2 412 050
E061030 - Hårstad skole;3;2018;2 522 720
E061030 - Hårstad skole;4;2018;1 694 030
E061030 - Hårstad skole;5;2018;2 392 850
E061030 - Hårstad skole;6;2018;62 850
E061030 - Hårstad skole;7;2018;2 994 190
E061030 - Hårstad skole;8;2018;2 585 120
E061030 - Hårstad skole;9;2018;2 826 310
E061030 - Hårstad skole;10;2018;2 606 820
E061030 - Hårstad skole;11;2018;2 640 770
E061030 - Hårstad skole;12;2018;949 360
E061040 - Kattem skole;1;2018;4 786 580
E061040 - Kattem skole;2;2018;3 187 070
E061040 - Kattem skole;3;2018;3 333 600
E061040 - Kattem skole;4;2018;2 417 600
E061040 - Kattem skole;5;2018;3 322 940
E061040 - Kattem skole;6;2018;342 170
E061040 - Kattem skole;7;2018;3 046 010
E061040 - Kattem skole;8;2018;3 560 560
E061040 - Kattem skole;9;2018;3 783 410
E061040 - Kattem skole;10;2018;2 961 200
E061040 - Kattem skole;11;2018;2 504 860
E061040 - Kattem skole;12;2018;1 332 040
E061050 - Nypvang skole;1;2018;1 365 080
E061050 - Nypvang skole;2;2018;1 342 630
E061050 - Nypvang skole;3;2018;1 342 480
E061050 - Nypvang skole;4;2018;1 486 030
E061050 - Nypvang skole;5;2018;1 448 160
E061050 - Nypvang skole;6;2018;-518 480
E061050 - Nypvang skole;7;2018;1 646 030
E061050 - Nypvang skole;8;2018;1 562 050
E061050 - Nypvang skole;9;2018;1 711 060
E061050 - Nypvang skole;10;2018;1 346 450
E061050 - Nypvang skole;11;2018;1 676 350
E061050 - Nypvang skole;12;2018;599 650
E061060 - Okstad skole;1;2018;1 015 950
E061060 - Okstad skole;2;2018;930 230
E061060 - Okstad skole;3;2018;1 005 250
E061060 - Okstad skole;4;2018;979 970
E061060 - Okstad skole;5;2018;695 980
E061060 - Okstad skole;6;2018;-262 510
E061060 - Okstad skole;7;2018;1 219 270
E061060 - Okstad skole;8;2018;1 129 940
E061060 - Okstad skole;9;2018;945 880
E061060 - Okstad skole;10;2018;699 380
E061060 - Okstad skole;11;2018;871 920
E061060 - Okstad skole;12;2018;592 180
E061070 - Rosten skole;1;2018;2 864 260
E061070 - Rosten skole;2;2018;2 512 330
E061070 - Rosten skole;3;2018;2 497 810
E061070 - Rosten skole;4;2018;1 979 680
E061070 - Rosten skole;5;2018;2 428 420
E061070 - Rosten skole;6;2018;-571 340
E061070 - Rosten skole;7;2018;2 888 170
E061070 - Rosten skole;8;2018;2 811 980
E061070 - Rosten skole;9;2018;2 727 500
E061070 - Rosten skole;10;2018;2 607 380
E061070 - Rosten skole;11;2018;2 842 110
E061070 - Rosten skole;12;2018;424 140
E061080 - Rye skole;1;2018;797 690
E061080 - Rye skole;2;2018;919 630
E061080 - Rye skole;3;2018;883 360
E061080 - Rye skole;4;2018;915 850
E061080 - Rye skole;5;2018;852 540
E061080 - Rye skole;6;2018;-46 260
E061080 - Rye skole;7;2018;1 024 800
E061080 - Rye skole;8;2018;931 920
E061080 - Rye skole;9;2018;1 060 920
E061080 - Rye skole;10;2018;923 170
E061080 - Rye skole;11;2018;1 131 850
E061080 - Rye skole;12;2018;143 010
E061090 - Sjetne skole;1;2018;3 491 760
E061090 - Sjetne skole;2;2018;4 049 810
E061090 - Sjetne skole;3;2018;3 557 100
E061090 - Sjetne skole;4;2018;4 886 740
E061090 - Sjetne skole;5;2018;4 750 930
E061090 - Sjetne skole;6;2018;554 580
E061090 - Sjetne skole;7;2018;4 143 010
E061090 - Sjetne skole;8;2018;4 319 440
E061090 - Sjetne skole;9;2018;4 781 540
E061090 - Sjetne skole;10;2018;4 425 450
E061090 - Sjetne skole;11;2018;5 363 090
E061090 - Sjetne skole;12;2018;-220 630
E061100 - Spongdal skole;1;2018;2 231 820
E061100 - Spongdal skole;2;2018;2 438 350
E061100 - Spongdal skole;3;2018;2 436 540
E061100 - Spongdal skole;4;2018;2 517 060
E061100 - Spongdal skole;5;2018;2 488 480
E061100 - Spongdal skole;6;2018;-62 280
E061100 - Spongdal skole;7;2018;2 555 620
E061100 - Spongdal skole;8;2018;2 291 470
E061100 - Spongdal skole;9;2018;2 644 790
E061100 - Spongdal skole;10;2018;3 196 050
E061100 - Spongdal skole;11;2018;2 673 090
E061100 - Spongdal skole;12;2018;1 600 050
E061110 - Stabbursmoen skole;1;2018;2 921 780
E061110 - Stabbursmoen skole;2;2018;2 884 050
E061110 - Stabbursmoen skole;3;2018;2 739 790
E061110 - Stabbursmoen skole;4;2018;2 541 950
E061110 - Stabbursmoen skole;5;2018;2 287 990
E061110 - Stabbursmoen skole;6;2018;-491 610
E061110 - Stabbursmoen skole;7;2018;2 927 670
E061110 - Stabbursmoen skole;8;2018;2 454 140
E061110 - Stabbursmoen skole;9;2018;3 410 670
E061110 - Stabbursmoen skole;10;2018;2 669 620
E061110 - Stabbursmoen skole;11;2018;2 972 360
E061110 - Stabbursmoen skole;12;2018;2 414 390
E061120 - Tonstad skole;1;2018;5 029 270
E061120 - Tonstad skole;2;2018;5 388 800
E061120 - Tonstad skole;3;2018;5 151 360
E061120 - Tonstad skole;4;2018;5 318 160
E061120 - Tonstad skole;5;2018;4 880 310
E061120 - Tonstad skole;6;2018;-1 093 930
E061120 - Tonstad skole;7;2018;5 336 410
E061120 - Tonstad skole;8;2018;5 512 130
E061120 - Tonstad skole;9;2018;5 355 150
E061120 - Tonstad skole;10;2018;5 153 280
E061120 - Tonstad skole;11;2018;4 720 530
E061120 - Tonstad skole;12;2018;3 488 760
E061130 - Åsheim barneskole;1;2018;3 034 080
E061130 - Åsheim barneskole;2;2018;2 614 060
E061130 - Åsheim barneskole;3;2018;2 919 200
E061130 - Åsheim barneskole;4;2018;3 391 820
E061130 - Åsheim barneskole;5;2018;2 851 330
E061130 - Åsheim barneskole;6;2018;-14 580
E061130 - Åsheim barneskole;7;2018;3 275 980
E061130 - Åsheim barneskole;8;2018;2 859 310
E061130 - Åsheim barneskole;9;2018;3 342 280
E061130 - Åsheim barneskole;10;2018;2 742 670
E061130 - Åsheim barneskole;11;2018;2 992 300
E061130 - Åsheim barneskole;12;2018;2 104 970
E061140 - Åsheim ungdomsskole;1;2018;2 430 970
E061140 - Åsheim ungdomsskole;2;2018;2 794 080
E061140 - Åsheim ungdomsskole;3;2018;2 470 250
E061140 - Åsheim ungdomsskole;4;2018;2 193 800
E061140 - Åsheim ungdomsskole;5;2018;2 505 580
E061140 - Åsheim ungdomsskole;6;2018;-405 430
E061140 - Åsheim ungdomsskole;7;2018;2 522 110
E061140 - Åsheim ungdomsskole;8;2018;2 404 660
E061140 - Åsheim ungdomsskole;9;2018;2 698 700
E061140 - Åsheim ungdomsskole;10;2018;2 688 390
E061140 - Åsheim ungdomsskole;11;2018;2 617 720
E061140 - Åsheim ungdomsskole;12;2018;2 335 780
E580000 - Trondheim kulturskole;1;2018;6 437 860
E580000 - Trondheim kulturskole;2;2018;7 063 900
E580000 - Trondheim kulturskole;3;2018;6 830 830
E580000 - Trondheim kulturskole;4;2018;-668 060
E580000 - Trondheim kulturskole;5;2018;585 650
E580000 - Trondheim kulturskole;6;2018;467 190
E580000 - Trondheim kulturskole;7;2018;6 691 730
E580000 - Trondheim kulturskole;8;2018;6 503 580
E580000 - Trondheim kulturskole;9;2018;8 995 620
E580000 - Trondheim kulturskole;10;2018;626 580
E580000 - Trondheim kulturskole;11;2018;7 861 750
E580000 - Trondheim kulturskole;12;2018;-416 830
